Participante;Id Participante;Tipo de Registro;Tipo de Pago;Tipo de comprobante;Indicador de Venta;Ruc Proveedor;Serie;Numeración;N. Autorización;Ruc Adquirente;Adquirente Registrado;Moneda;Importe Neto a Pagar (Factura Negociable);Fecha de Pago;Importe Neto a Pagar (XML - Crédito);Fecha de Pago (XML - Crédito);Entidad a Pagar;Razón Social Proveedor;Departamento Proveedor;Provincia Proveedor;Distrito Proveedor;Dirección Proveedor;Teléfono Proveedor;Razón Social Adquirente;Nombre de contacto adquirente;Departamento adquirente;Provincia adquirente;Distrito adquirente;Dirección adquirente;Teléfono adquirente;Email adquirente;Fecha Emisión;Descripción;Número de guía;Orden de compra;Monto bruto (Comprobante de Pago);IGV (Comprobante de Pago);Monto Neto (Comprobante de Pago);Fecha de Vencimiento;Cláusula de Prórroga;Cláusulas Especiales;Observaciones;Fecha de registro;Respuesta Sunat;Estado SUNAT;Fecha de Entrega Factura Negociable;Fecha de Puesta a Disposición SUNAT;Conteo de Presunción;Respuesta de Adquirente;Fecha de Respuesta Adquirente;Motivos de Disconformidad;Comentarios Disconformidad;Cantidad de Documentos asociados;Tipo Documento Asociado;Serie y Numeración;Fecha de Anotación en Cuenta;Fehaciencia por Comunicación de Anotación en Cuenta;Código de Valor;Participante Origen;Fecha de Transferencia Contable;Fecha de Comunicación de Transferencia Contable;Fecha de Traspaso;Fecha de Transferencia Fiduciaria;RUT (Beneficiario Final);RUC (Beneficiario Final);Razón Social (Beneficiario Final);Fecha de Reprogramación;Anulada SUNAT;Estado;Fecha de Estado;Fecha Efectiva de Pago;Fecha de Generación de Constancia;Fecha de Notificación sobre Emisión de Constancia;Motivo de Retiro;Estado CPE SUNAT;Evento SUNAT;Cond. Conformidad SUNAT;Fecha de evento SUNAT;Usuario Generador;Tipo de Afectación;Nivel de Afectación;Fecha Inicial Afectación;Acreedor Afectación;Monto Afectación;Nro de cuotas;Cuota Nro;Importe Neto a Pagar Cuota;Fecha Pago Cuota;Estado Cuota;Cuota Nro;Importe Neto a Pagar Cuota;Fecha Pago Cuota;Estado Cuota;Cuota Nro;Importe Neto a Pagar Cuota;Fecha Pago Cuota;Estado Cuota;Cuota Nro;Importe Neto a Pagar Cuota;Fecha Pago Cuota;Estado Cuota;Cuota Nro;Importe Neto a Pagar Cuota;Fecha Pago Cuota;Estado Cuota;Cuota Nro;Importe Neto a Pagar Cuota;Fecha Pago Cuota;Estado Cuota;Cuota Nro;Importe Neto a Pagar Cuota;Fecha Pago Cuota;Estado Cuota;Cuota Nro;Importe Neto a Pagar Cuota;Fecha Pago Cuota;Estado Cuota;Cuota Nro;Importe Neto a Pagar Cuota;Fecha Pago Cuota;Estado Cuota;Cuota Nro;Importe Neto a Pagar Cuota;Fecha Pago Cuota;Estado Cuota;Cuota Nro;Importe Neto a Pagar Cuota;Fecha Pago Cuota;Estado Cuota;Cuota Nro;Importe Neto a Pagar Cuota;Fecha Pago Cuota;Estado Cuota;Cuota Nro;Importe Neto a Pagar Cuota;Fecha Pago Cuota;Estado Cuota;Cuota Nro;Importe Neto a Pagar Cuota;Fecha Pago Cuota;Estado Cuota;Cuota Nro;Importe Neto a Pagar Cuota;Fecha Pago Cuota;Estado Cuota;Cuota Nro;Importe Neto a Pagar Cuota;Fecha Pago Cuota;Estado Cuota;Cuota Nro;Importe Neto a Pagar Cuota;Fecha Pago Cuota;Estado Cuota;Cuota Nro;Importe Neto a Pagar Cuota;Fecha Pago Cuota;Estado Cuota;Cuota Nro;Importe Neto a Pagar Cuota;Fecha Pago Cuota;Estado Cuota;Cuota Nro;Importe Neto a Pagar Cuota;Fecha Pago Cuota;Estado Cuota;Cuota Nro;Importe Neto a Pagar Cuota;Fecha Pago Cuota;Estado Cuota;Cuota Nro;Importe Neto a Pagar Cuota;Fecha Pago Cuota;Estado Cuota;Cuota Nro;Importe Neto a Pagar Cuota;Fecha Pago Cuota;Estado Cuota;Cuota Nro;Importe Neto a Pagar Cuota;Fecha Pago Cuota;Estado Cuota
841 - MADERO FACTORING S.A.C.;841;Electrónico;Pago único;Factura Comercial;Crédito;20565790448;E001;1558;;20109072177;SI;S/;461.51;12/08/2026;475.78;8/08/2026;CAVALI S.A. I.C.L.V.;BDC VIDA S.A.C.;LIMA;LIMA;MIRAFLORES;CAL. FEDERICO RECABARREN 350 DPTO. 411;;CENCOSUD RETAIL PERU S.A.;;LIMA;LIMA;MIRAFLORES;CAL. AUGUSTO ANGULO 130 URB. SAN ANTONIO LIMA-LIMA-MIRAFLORES;;;18/05/2026;VIDA Y QUINUA BLANCA PERLADA 250 G;;;403.2;72.58;475.78;12/08/2026;No;EN CASO DE CONTROVERSIAS, LAS PARTES SE SOMETEN A LA JURISDICCIÓN DE LOS JUECES Y TRIBUNALES DE LIMA CERCADO;;2/06/2026;Autorizada;Aceptado;2/06/2026;18/05/2026;;Conformidad Expresa;23/05/2026;;;;;;2/06/2026;SI;FN0010790327;861;3/06/2026;3/06/2026;;;1328903;20604772410;MADERO FACTORING S.A.C.;;NO;Anotada en Cuenta;2/06/2026 16:47;;;;;Conforme;CPE con conformidad;Conformidad expresa dentro del plazo;23/05/2026;;;;;;;-;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
841 - MADERO FACTORING S.A.C.;841;Electrónico;Pago único;Factura Comercial;Crédito;20565790448;E001;1560;;20109072177;SI;S/;9697.96;12/08/2026;9997.9;8/08/2026;CAVALI S.A. I.C.L.V.;BDC VIDA S.A.C.;LIMA;LIMA;MIRAFLORES;CAL. FEDERICO RECABARREN 350 DPTO. 411;;CENCOSUD RETAIL PERU S.A.;;LIMA;LIMA;MIRAFLORES;CAL. AUGUSTO ANGULO 130 URB. SAN ANTONIO LIMA-LIMA-MIRAFLORES;;;18/05/2026;Según lo que indique la factura comercial;;;8472.8;1525.1;9997.9;12/08/2026;No;EN CASO DE CONTROVERSIAS, LAS PARTES SE SOMETEN A LA JURISDICCIÓN DE LOS JUECES Y TRIBUNALES DE LIMA CERCADO;;2/06/2026;Autorizada;Aceptado;2/06/2026;18/05/2026;;Conformidad Expresa;23/05/2026;;;;;;2/06/2026;SI;FN0010790328;861;3/06/2026;3/06/2026;;;1328903;20604772410;MADERO FACTORING S.A.C.;;NO;Anotada en Cuenta;2/06/2026 16:47;;;;;Conforme;CPE con conformidad;Conformidad expresa dentro del plazo;23/05/2026;;;;;;;-;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
841 - MADERO FACTORING S.A.C.;841;Electrónico;Pago único;Factura Comercial;Crédito;20565790448;E001;1559;;20109072177;SI;S/;1203.21;12/08/2026;1240.42;8/08/2026;CAVALI S.A. I.C.L.V.;BDC VIDA S.A.C.;LIMA;LIMA;MIRAFLORES;CAL. FEDERICO RECABARREN 350 DPTO. 411;;CENCOSUD RETAIL PERU S.A.;;LIMA;LIMA;MIRAFLORES;CAL. AUGUSTO ANGULO 130 URB. SAN ANTONIO LIMA-LIMA-MIRAFLORES;;;18/05/2026;VIDA Y CHIA 250 GR;;;1051.2;189.22;1240.42;12/08/2026;No;EN CASO DE CONTROVERSIAS, LAS PARTES SE SOMETEN A LA JURISDICCIÓN DE LOS JUECES Y TRIBUNALES DE LIMA CERCADO;;2/06/2026;Autorizada;Aceptado;2/06/2026;18/05/2026;;Conformidad Expresa;23/05/2026;;;;;;2/06/2026;SI;FN0010790322;861;3/06/2026;3/06/2026;;;1328903;20604772410;MADERO FACTORING S.A.C.;;NO;Anotada en Cuenta;2/06/2026 16:47;;;;;Conforme;CPE con conformidad;Conformidad expresa dentro del plazo;23/05/2026;;;;;;;-;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
841 - MADERO FACTORING S.A.C.;841;Electrónico;Pago único;Factura Comercial;Crédito;20565790448;E001;1561;;20109072177;SI;S/;1203.21;12/08/2026;1240.42;8/08/2026;CAVALI S.A. I.C.L.V.;BDC VIDA S.A.C.;LIMA;LIMA;MIRAFLORES;CAL. FEDERICO RECABARREN 350 DPTO. 411;;CENCOSUD RETAIL PERU S.A.;;LIMA;LIMA;MIRAFLORES;CAL. AUGUSTO ANGULO 130 URB. SAN ANTONIO LIMA-LIMA-MIRAFLORES;;;18/05/2026;VIDA Y CHIA 250 GR;;;1051.2;189.22;1240.42;12/08/2026;No;EN CASO DE CONTROVERSIAS, LAS PARTES SE SOMETEN A LA JURISDICCIÓN DE LOS JUECES Y TRIBUNALES DE LIMA CERCADO;;2/06/2026;Autorizada;Aceptado;2/06/2026;18/05/2026;;Conformidad Expresa;23/05/2026;;;;;;2/06/2026;SI;FN0010790332;861;3/06/2026;3/06/2026;;;1328903;20604772410;MADERO FACTORING S.A.C.;;NO;Anotada en Cuenta;2/06/2026 16:47;;;;;Conforme;CPE con conformidad;Conformidad expresa dentro del plazo;23/05/2026;;;;;;;-;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
841 - MADERO FACTORING S.A.C.;841;Electrónico;Pago único;Factura Comercial;Crédito;20565790448;E001;1566;;20109072177;SI;S/;7287.35;19/08/2026;7512.73;15/08/2026;CAVALI S.A. I.C.L.V.;BDC VIDA S.A.C.;LIMA;LIMA;MIRAFLORES;CAL. FEDERICO RECABARREN 350 DPTO. 411;;CENCOSUD RETAIL PERU S.A.;;LIMA;LIMA;MIRAFLORES;CAL. AUGUSTO ANGULO 130 URB. SAN ANTONIO LIMA-LIMA-MIRAFLORES;;;25/05/2026;Según lo que indique la factura comercial;;;6366.72;1146.01;7512.73;19/08/2026;No;EN CASO DE CONTROVERSIAS, LAS PARTES SE SOMETEN A LA JURISDICCIÓN DE LOS JUECES Y TRIBUNALES DE LIMA CERCADO;;2/06/2026;Autorizada;Aceptado;2/06/2026;25/05/2026;;Conformidad Expresa;27/05/2026;;;;;;2/06/2026;SI;FN0010790333;861;3/06/2026;3/06/2026;;;1328903;20604772410;MADERO FACTORING S.A.C.;;NO;Anotada en Cuenta;2/06/2026 16:47;;;;;Conforme;CPE con conformidad;Conformidad expresa dentro del plazo;27/05/2026;;;;;;;-;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
841 - MADERO FACTORING S.A.C.;841;Electrónico;Pago único;Factura Comercial;Crédito;20565790448;E001;1565;;20109072177;SI;S/;3459.21;19/08/2026;3566.2;15/08/2026;CAVALI S.A. I.C.L.V.;BDC VIDA S.A.C.;LIMA;LIMA;MIRAFLORES;CAL. FEDERICO RECABARREN 350 DPTO. 411;;CENCOSUD RETAIL PERU S.A.;;LIMA;LIMA;MIRAFLORES;CAL. AUGUSTO ANGULO 130 URB. SAN ANTONIO LIMA-LIMA-MIRAFLORES;;;25/05/2026;VIDA Y CHIA 250 GR;;;3022.2;544;3566.2;19/08/2026;No;EN CASO DE CONTROVERSIAS, LAS PARTES SE SOMETEN A LA JURISDICCIÓN DE LOS JUECES Y TRIBUNALES DE LIMA CERCADO;;2/06/2026;Autorizada;Aceptado;2/06/2026;25/05/2026;;Conformidad Expresa;27/05/2026;;;;;;2/06/2026;SI;FN0010790334;861;3/06/2026;3/06/2026;;;1328903;20604772410;MADERO FACTORING S.A.C.;;NO;Anotada en Cuenta;2/06/2026 16:47;;;;;Conforme;CPE con conformidad;Conformidad expresa dentro del plazo;27/05/2026;;;;;;;-;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
841 - MADERO FACTORING S.A.C.;841;Electrónico;Pago único;Factura Comercial;Crédito;20600127056;E001;996;;20306841506;SI;S/;3803.03;9/07/2026;3803.03;1/07/2026;CAVALI S.A. I.C.L.V.;CIAL CONTRATISTAS GENERALES S.A.C.;LIMA;LIMA;LINCE;JR. MANUEL GOMEZ 171 ALTURA CUADRA 15 Y 16 DE AV ARENALES;;ADMINISTRADORA JOCKEY PLAZA SHOPPING CENTER SA;;LIMA;LIMA;SANTIAGO DE SURCO;AV. JAVIER PRADO ESTE 4200 URB. FUNDO MONTERRICO CHICO LIMA-LIMA-SANTIAGO DE SURCO;;;1/06/2026;JUNIO 2026 OC: 14877 SERVICIO: RETIRO Y PINTADO DE PLANTAS ARTIFICIALES - MODULOS FOOD COURT, NI 25332;;;3662.4;659.23;4321.63;9/07/2026;Si;FECHA DE PAGO PUEDE SER PRORROGADA;;3/06/2026;Autorizada;Aceptado;3/06/2026;1/06/2026;;Conformidad Presunta;9/06/2026;;;;;;3/06/2026;SI;FN0010798747;841;4/06/2026;4/06/2026;;;1328903;20604772410;MADERO FACTORING S.A.C.;;NO;Anotada en Cuenta;3/06/2026 17:07;;;;;Conforme;CPE con conformidad presunta;Conformidad presunta dentro del plazo;9/06/2026;;;;;;;-;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
841 - MADERO FACTORING S.A.C.;841;Electrónico;Pago único;Factura Comercial;Crédito;20600127056;E001;997;;20380225043;SI;S/;9956.18;13/07/2026;9956.18;2/07/2026;CAVALI S.A. I.C.L.V.;CIAL CONTRATISTAS GENERALES S.A.C.;LIMA;LIMA;LINCE;JR. MANUEL GOMEZ 171 ALTURA CUADRA 15 Y 16 DE AV ARENALES;;INVERSIONES CASTELAR S.A.C.;;LIMA;LIMA;SANTIAGO DE SURCO;AV. JAVIER PRADO ESTE 4200 URB. FUNDO MONTERRICO CHICO LIMA-LIMA-SANTIAGO DE SURCO;;;2/06/2026;JUNIO 2026 OC:14603 SERVICIO: DETECCIÓN DE INTERFERENCIAS CON EQUIPO GEORADAR BDA, NI 25521;;;9588;1725.84;11313.84;13/07/2026;Si;FECHA DE PAGO PUEDE SER PRORROGADA;;3/06/2026;Autorizada;Aceptado;3/06/2026;2/06/2026;;Conformidad Presunta;10/06/2026;;;;;;3/06/2026;SI;FN0010798748;841;4/06/2026;4/06/2026;;;1328903;20604772410;MADERO FACTORING S.A.C.;;NO;Anotada en Cuenta;3/06/2026 17:07;;;;;Conforme;CPE con conformidad presunta;Conformidad presunta dentro del plazo;10/06/2026;;;;;;;-;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
841 - MADERO FACTORING S.A.C.;841;Electrónico;Pago único;Factura Comercial;Crédito;20601384737;E001;717;;20523621212;SI;S/;106619.59;30/06/2026;106619.59;21/06/2026;CAVALI S.A. I.C.L.V.;SEÑALIZACION GIROD PERU S.A.C.;LIMA;LIMA;LURIN;AV. LOS EUCALIPTOS URB. LOS HUERTOS LOTE. 3 4 INT. 1C2 PARQUE INDUSTRIAL LOS EUCALIPTOS;;LIMA EXPRESA S.A.C.;;LIMA;LIMA;SANTIAGO DE SURCO;AV. EL DERBY NRO. 250 (URB.EL DERBY DE MONTERRICO-OFC.1701 1801) LIMA - LIMA - SANTIAGO DE SURCO;;;21/05/2026;VALORIZACION 5 - REEMPLAZO DE SEÑALES VERTICALES EN LA SECCION 1;;;102676.77;18481.82;121158.59;30/06/2026;No;;;4/06/2026;Autorizada;Aceptado;4/06/2026;22/05/2026;;Conformidad Presunta;30/05/2026;;;;;;4/06/2026;SI;FN0010802082;905;4/06/2026;4/06/2026;;;1328903;20604772410;MADERO FACTORING S.A.C.;;NO;Anotada en Cuenta;4/06/2026 10:27;;;;;Conforme;CPE con conformidad presunta;Conformidad presunta dentro del plazo;30/05/2026;;;;;;;-;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
841 - MADERO FACTORING S.A.C.;841;Electrónico;Pago único;Factura Comercial;Crédito;20602531270;E001;7567;;20109925757;SI;S/;8572.69;28/08/2026;8572.69;6/05/2026;CAVALI S.A. I.C.L.V.;NEXUS SALUD OCUPACIONAL S.A.C;AREQUIPA;AREQUIPA;AREQUIPA;CAL. LORETO 201 URB. LA MISERCORDIA SEÏ¿½OR;;HAUG S.A.;;LIMA;LIMA;LURIN;---- PARCELA 10368 CALL.GRANDE S/N ---- EX-FUNDO SANTA ROSA ALT. KM 33.8 ANTIGUA CARRETERA PAN. SUR LIMA-LIMA-LURIN;;;6/04/2026;Según lo que indique la factura comercial;;;8255.67;1486.02;9741.69;28/08/2026;No;EN CASO DE CONTROVERSIAS, LAS PARTES SE SOMETEN A LA JURISDICCIÓN DE LOS JUECES Y TRIBUNALES DE LIMA CERCADO;;4/06/2026;Autorizada;Aceptado;4/06/2026;6/04/2026;;Conformidad Presunta;14/04/2026;;;;;;4/06/2026;SI;FN0010802398;861;5/06/2026;5/06/2026;;;1328903;20604772410;MADERO FACTORING S.A.C.;;NO;Anotada en Cuenta;4/06/2026 11:02;;;;;Conforme;CPE con conformidad presunta;Conformidad presunta dentro del plazo;14/04/2026;;;;;;;-;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
841 - MADERO FACTORING S.A.C.;841;Electrónico;Pago único;Factura Comercial;Crédito;20562951190;F001;564;;20109925757;SI;S/;52515.9;21/08/2026;52515.9;23/04/2026;CAVALI S.A. I.C.L.V.;PROYECTOS Y MANTENIMIENTOS INTEGRALES S.A.C.;LIMA;LIMA;SANTIAGO DE SURCO;AV. CIRCUNVALACION CLUB GOLF LOS INCAS NRO. 206;;HAUG S.A.;;LIMA;LIMA;LURIN;---- PARCELA 10368 CALL.GRANDE S/N ---- EX-FUNDO SANTA ROSA ALT. KM 33.8 ANTIGUA CARRETERA PAN. SUR LIMA-LIMA-LURIN;;;24/03/2026;ALQUILER DE CAMION GRUA PLACA BFT-742 MARCA VOLVO SEGUN ORDEN DE SERVICIO N° CCC1-042270 / CCC1-043837 , LUGAR: TALARA;;;49450;8901;58351;21/08/2026;No;EN CASO DE CONTROVERSIAS, LAS PARTES SE SOMETEN A LA JURISDICCIÓN DE LOS JUECES Y TRIBUNALES DE LIMA CERCADO;;4/06/2026;Autorizada;Aceptado;4/06/2026;24/03/2026;;Conformidad Presunta;1/04/2026;;;;;;4/06/2026;SI;FN0010802388;861;5/06/2026;5/06/2026;;;1328903;20604772410;MADERO FACTORING S.A.C.;;NO;Anotada en Cuenta;4/06/2026 11:02;;;;;Conforme;CPE con conformidad presunta;Conformidad presunta dentro del plazo;1/04/2026;;;;;;;-;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
841 - MADERO FACTORING S.A.C.;841;Electrónico;Pago único;Factura Comercial;Crédito;10412271781;E001;40;;20109925757;SI;S/;9877;21/08/2026;9877;8/05/2026;CAVALI S.A. I.C.L.V.;RAMIREZ MECA SIRLEY YULISA;LIMA;LIMA;LURIGANCHO;AV. BERNARDO BALAGUER LT. 11 CHOSICA;;HAUG S.A.;;LIMA;LIMA;LURIN;---- PARCELA 10368 CALL.GRANDE S/N ---- EX-FUNDO SANTA ROSA ALT. KM 33.8 ANTIGUA CARRETERA PAN. SUR LIMA-LIMA-LURIN;;;8/04/2026;SC ALQUILER DE MINI VAN DE 11 PASAJEROS;;;9300;1674;10974;21/08/2026;No;EN CASO DE CONTROVERSIAS, LAS PARTES SE SOMETEN A LA JURISDICCIÓN DE LOS JUECES Y TRIBUNALES DE LIMA CERCADO;;4/06/2026;Autorizada;Aceptado;4/06/2026;8/04/2026;;Conformidad Presunta;16/04/2026;;;;;;4/06/2026;SI;FN0010802384;861;5/06/2026;5/06/2026;;;1328903;20604772410;MADERO FACTORING S.A.C.;;NO;Anotada en Cuenta;4/06/2026 11:02;;;;;Conforme;CPE con conformidad presunta;Conformidad presunta dentro del plazo;16/04/2026;;;;;;;-;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
841 - MADERO FACTORING S.A.C.;841;Electrónico;Pago único;Factura Comercial;Crédito;20494224314;E001;930;;20109925757;SI;S/;15886.8;21/08/2026;15886.8;5/05/2026;CAVALI S.A. I.C.L.V.;PROMOTORES DE LA CONSTRUCCION SERVICIOS GENERALES Y REPRESENTACIONES SRL;ICA;NAZCA;MARCONA;A.H. MICAELA BASTIDAS MZA. Ï¿½ LOTE. 3 50MTROS DEL LOCAL COMUNAL MICAELA BASTID;;HAUG S.A.;;LIMA;LIMA;LURIN;---- PARCELA 10368 CALL.GRANDE S/N ---- EX-FUNDO SANTA ROSA ALT. KM 33.8 ANTIGUA CARRETERA PAN. SUR LIMA-LIMA-LURIN;;;20/04/2026;ARENA GRUESA DE RIO | PIEDRA CHANCADA 3/4;;;14960;2692.8;17652.8;21/08/2026;No;EN CASO DE CONTROVERSIAS, LAS PARTES SE SOMETEN A LA JURISDICCIÓN DE LOS JUECES Y TRIBUNALES DE LIMA CERCADO;;4/06/2026;Autorizada;Aceptado;4/06/2026;20/04/2026;;Conformidad Presunta;28/04/2026;;;;;;4/06/2026;SI;FN0010802393;861;5/06/2026;5/06/2026;;;1328903;20604772410;MADERO FACTORING S.A.C.;;NO;Anotada en Cuenta;4/06/2026 11:02;;;;;Conforme;CPE con conformidad presunta;Conformidad presunta dentro del plazo;28/04/2026;;;;;;;-;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
841 - MADERO FACTORING S.A.C.;841;Electrónico;Pago único;Factura Comercial;Crédito;20524216320;E001;3750;;20109925757;SI;S/;2328.75;21/08/2026;2328.75;30/04/2026;CAVALI S.A. I.C.L.V.;TEC SUPPLY S.A.C.;LIMA;LIMA;ATE;AV. NICOLAS AYLLON 7320 C. CENTRAL KM 9.3 PASANDO INSTITUTO SISE;;HAUG S.A.;;LIMA;LIMA;LURIN;---- PARCELA 10368 CALL.GRANDE S/N ---- EX-FUNDO SANTA ROSA ALT. KM 33.8 ANTIGUA CARRETERA PAN. SUR LIMA-LIMA-LURIN;;;30/03/2026;MANTENIMIENTO. REPARACION. HIDROLAVADORA KARCHER HD5/17, EL SERVICIO INCLUYE MANO DE OBRA Y REPUESTOS;;;2242.16;403.59;2645.75;21/08/2026;No;EN CASO DE CONTROVERSIAS, LAS PARTES SE SOMETEN A LA JURISDICCIÓN DE LOS JUECES Y TRIBUNALES DE LIMA CERCADO;;4/06/2026;Autorizada;Aceptado;4/06/2026;30/03/2026;;Conformidad Presunta;7/04/2026;;;;;;4/06/2026;SI;FN0010802385;861;5/06/2026;5/06/2026;;;1328903;20604772410;MADERO FACTORING S.A.C.;;NO;Anotada en Cuenta;4/06/2026 11:02;;;;;Conforme;CPE con conformidad presunta;Conformidad presunta dentro del plazo;7/04/2026;;;;;;;-;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
841 - MADERO FACTORING S.A.C.;841;Electrónico;Pago único;Factura Comercial;Crédito;20498260366;E001;1425;;20109925757;SI;S/;4720.88;21/08/2026;4720.88;26/04/2026;CAVALI S.A. I.C.L.V.;MONTAJE, INGENIERIA Y MANTENIMIENTO S.C.R.L.;AREQUIPA;AREQUIPA;CERRO COLORADO;CAL. CHACHANI 246 URB. LA MERCED UNA CUADRA MAS ABAJO DE LA SOCOSANI;;HAUG S.A.;;LIMA;LIMA;LURIN;---- PARCELA 10368 CALL.GRANDE S/N ---- EX-FUNDO SANTA ROSA ALT. KM 33.8 ANTIGUA CARRETERA PAN. SUR LIMA-LIMA-LURIN;;;27/03/2026;POR SERVICIO DE AISLAMIENTO Y DESGASIFICACION DE TUBERIA, SEGUN O.S. CCC1-044051, EN TERMINAL SALAVERRY;;;4546.51;818.37;5364.88;21/08/2026;No;EN CASO DE CONTROVERSIAS, LAS PARTES SE SOMETEN A LA JURISDICCIÓN DE LOS JUECES Y TRIBUNALES DE LIMA CERCADO;;4/06/2026;Autorizada;Aceptado;4/06/2026;27/03/2026;;Conformidad Presunta;4/04/2026;;;;;;4/06/2026;SI;FN0010802391;861;5/06/2026;5/06/2026;;;1328903;20604772410;MADERO FACTORING S.A.C.;;NO;Anotada en Cuenta;4/06/2026 11:02;;;;;Conforme;CPE con conformidad presunta;Conformidad presunta dentro del plazo;4/04/2026;;;;;;;-;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
841 - MADERO FACTORING S.A.C.;841;Electrónico;Pago único;Factura Comercial;Crédito;20524216320;E001;3751;;20109925757;SI;S/;2492;21/08/2026;2492;30/04/2026;CAVALI S.A. I.C.L.V.;TEC SUPPLY S.A.C.;LIMA;LIMA;ATE;AV. NICOLAS AYLLON 7320 C. CENTRAL KM 9.3 PASANDO INSTITUTO SISE;;HAUG S.A.;;LIMA;LIMA;LURIN;---- PARCELA 10368 CALL.GRANDE S/N ---- EX-FUNDO SANTA ROSA ALT. KM 33.8 ANTIGUA CARRETERA PAN. SUR LIMA-LIMA-LURIN;;;30/03/2026;KARCHER HIDROLAVADORA HD 10/25 SERVICIO, ALQUILER.NCLUYE ACCESORIOS;;;2400;432;2832;21/08/2026;No;EN CASO DE CONTROVERSIAS, LAS PARTES SE SOMETEN A LA JURISDICCIÓN DE LOS JUECES Y TRIBUNALES DE LIMA CERCADO;;4/06/2026;Autorizada;Aceptado;4/06/2026;30/03/2026;;Conformidad Presunta;7/04/2026;;;;;;4/06/2026;SI;FN0010802386;861;5/06/2026;5/06/2026;;;1328903;20604772410;MADERO FACTORING S.A.C.;;NO;Anotada en Cuenta;4/06/2026 11:02;;;;;Conforme;CPE con conformidad presunta;Conformidad presunta dentro del plazo;7/04/2026;;;;;;;-;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
