Participante;Id Participante;Tipo de Registro;Tipo de Pago;Tipo de comprobante;Indicador de Venta;Ruc Proveedor;Serie;Numeración;N. Autorización;Ruc Adquirente;Adquirente Registrado;Moneda;Importe Neto a Pagar (Factura Negociable);Fecha de Pago;Importe Neto a Pagar (XML - Crédito);Fecha de Pago (XML - Crédito);Entidad a Pagar;Razón Social Proveedor;Departamento Proveedor;Provincia Proveedor;Distrito Proveedor;Dirección Proveedor;Teléfono Proveedor;Razón Social Adquirente;Nombre de contacto adquirente;Departamento adquirente;Provincia adquirente;Distrito adquirente;Dirección adquirente;Teléfono adquirente;Email adquirente;Fecha Emisión;Descripción;Número de guía;Orden de compra;Monto bruto (Comprobante de Pago);IGV (Comprobante de Pago);Monto Neto (Comprobante de Pago);Fecha de Vencimiento;Cláusula de Prórroga;Cláusulas Especiales;Observaciones;Fecha de registro;Respuesta Sunat;Estado SUNAT;Fecha de Entrega Factura Negociable;Fecha de Puesta a Disposición SUNAT;Conteo de Presunción;Respuesta de Adquirente;Fecha de Respuesta Adquirente;Motivos de Disconformidad;Comentarios Disconformidad;Cantidad de Documentos asociados;Tipo Documento Asociado;Serie y Numeración;Fecha de Anotación en Cuenta;Fehaciencia por Comunicación de Anotación en Cuenta;Código de Valor;Participante Origen;Fecha de Transferencia Contable;Fecha de Comunicación de Transferencia Contable;Fecha de Traspaso;Fecha de Transferencia Fiduciaria;RUT (Beneficiario Final);RUC (Beneficiario Final);Razón Social (Beneficiario Final);Fecha de Reprogramación;Anulada SUNAT;Estado;Fecha de Estado;Fecha Efectiva de Pago;Fecha de Generación de Constancia;Fecha de Notificación sobre Emisión de Constancia;Motivo de Retiro;Estado CPE SUNAT;Evento SUNAT;Cond. Conformidad SUNAT;Fecha de evento SUNAT;Usuario Generador;Tipo de Afectación;Nivel de Afectación;Fecha Inicial Afectación;Acreedor Afectación;Monto Afectación;Nro de cuotas;Cuota Nro;Importe Neto a Pagar Cuota;Fecha Pago Cuota;Estado Cuota;Cuota Nro;Importe Neto a Pagar Cuota;Fecha Pago Cuota;Estado Cuota;Cuota Nro;Importe Neto a Pagar Cuota;Fecha Pago Cuota;Estado Cuota;Cuota Nro;Importe Neto a Pagar Cuota;Fecha Pago Cuota;Estado Cuota;Cuota Nro;Importe Neto a Pagar Cuota;Fecha Pago Cuota;Estado Cuota;Cuota Nro;Importe Neto a Pagar Cuota;Fecha Pago Cuota;Estado Cuota;Cuota Nro;Importe Neto a Pagar Cuota;Fecha Pago Cuota;Estado Cuota;Cuota Nro;Importe Neto a Pagar Cuota;Fecha Pago Cuota;Estado Cuota;Cuota Nro;Importe Neto a Pagar Cuota;Fecha Pago Cuota;Estado Cuota;Cuota Nro;Importe Neto a Pagar Cuota;Fecha Pago Cuota;Estado Cuota;Cuota Nro;Importe Neto a Pagar Cuota;Fecha Pago Cuota;Estado Cuota;Cuota Nro;Importe Neto a Pagar Cuota;Fecha Pago Cuota;Estado Cuota;Cuota Nro;Importe Neto a Pagar Cuota;Fecha Pago Cuota;Estado Cuota;Cuota Nro;Importe Neto a Pagar Cuota;Fecha Pago Cuota;Estado Cuota;Cuota Nro;Importe Neto a Pagar Cuota;Fecha Pago Cuota;Estado Cuota;Cuota Nro;Importe Neto a Pagar Cuota;Fecha Pago Cuota;Estado Cuota;Cuota Nro;Importe Neto a Pagar Cuota;Fecha Pago Cuota;Estado Cuota;Cuota Nro;Importe Neto a Pagar Cuota;Fecha Pago Cuota;Estado Cuota;Cuota Nro;Importe Neto a Pagar Cuota;Fecha Pago Cuota;Estado Cuota;Cuota Nro;Importe Neto a Pagar Cuota;Fecha Pago Cuota;Estado Cuota;Cuota Nro;Importe Neto a Pagar Cuota;Fecha Pago Cuota;Estado Cuota;Cuota Nro;Importe Neto a Pagar Cuota;Fecha Pago Cuota;Estado Cuota;Cuota Nro;Importe Neto a Pagar Cuota;Fecha Pago Cuota;Estado Cuota;Cuota Nro;Importe Neto a Pagar Cuota;Fecha Pago Cuota;Estado Cuota
841 - MADERO FACTORING S.A.C.;841;Electrónico;Pago único;Factura Comercial;Crédito;20536537822;F001;6690;;20109072177;SI;S/;1125.83;29/07/2026;1125.83;1/07/2026;CAVALI S.A. I.C.L.V.;H Y T SERVICIOS GENERALES E.I.R.L;LIMA;LIMA;VILLA MARIA DEL TRIUNFO;AV. MARIAN QUIMPER NRO. 751 URB. JOSE GALVEZ LIMA - LIMA - VILLA MARIA DEL TRIUNFO;;CENCOSUD RETAIL PERÏ¿½ S.A.;;LIMA;LIMA;MIRAFLORES;CAL.AUGUSTO ANGULO NRO. 130 URB. SAN ANTONIO LIMA - LIMA - MIRAFLORES;;;1/06/2026;OPE-12-25-NÏ¿½4111-IISS-IMPL H Y T:(DESMONTAJE Y MONTAJE DE TRAMPA DE LAVADERO, / 4000378385;;;1084.6;195.23;1279.83;29/07/2026;No;;;4/06/2026;Autorizada;Aceptado;4/06/2026;1/06/2026;;Conformidad Expresa;3/06/2026;;;;;;4/06/2026;SI;FN0010806315;937;4/06/2026;4/06/2026;;;1328903;20604772410;MADERO FACTORING S.A.C.;;NO;Anotada en Cuenta;4/06/2026 15:02;;;;;Conforme;CPE con conformidad;Conformidad expresa dentro del plazo;3/06/2026;;;;;;;-;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
841 - MADERO FACTORING S.A.C.;841;Electrónico;Pago único;Factura Comercial;Crédito;20536537822;F001;6691;;20109072177;SI;S/;1459.31;29/07/2026;1459.31;1/07/2026;CAVALI S.A. I.C.L.V.;H Y T SERVICIOS GENERALES E.I.R.L;LIMA;LIMA;VILLA MARIA DEL TRIUNFO;AV. MARIAN QUIMPER NRO. 751 URB. JOSE GALVEZ LIMA - LIMA - VILLA MARIA DEL TRIUNFO;;CENCOSUD RETAIL PERÏ¿½ S.A.;;LIMA;LIMA;MIRAFLORES;CAL.AUGUSTO ANGULO NRO. 130 URB. SAN ANTONIO LIMA - LIMA - MIRAFLORES;;;1/06/2026;MC-12-25-NÏ¿½4094-IISS-REP H Y T:CAMBIO ACCESORIOS HELVEX SSHH COLABORADORES / 4000380080;;;1405.35;252.96;1658.31;29/07/2026;No;;;4/06/2026;Autorizada;Aceptado;4/06/2026;1/06/2026;;Conformidad Expresa;3/06/2026;;;;;;4/06/2026;SI;FN0010806319;937;4/06/2026;4/06/2026;;;1328903;20604772410;MADERO FACTORING S.A.C.;;NO;Anotada en Cuenta;4/06/2026 15:02;;;;;Conforme;CPE con conformidad;Conformidad expresa dentro del plazo;3/06/2026;;;;;;;-;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
841 - MADERO FACTORING S.A.C.;841;Electrónico;Pago único;Factura Comercial;Crédito;20536537822;F001;6692;;20109072177;SI;S/;1002.41;29/07/2026;1002.41;1/07/2026;CAVALI S.A. I.C.L.V.;H Y T SERVICIOS GENERALES E.I.R.L;LIMA;LIMA;VILLA MARIA DEL TRIUNFO;AV. MARIAN QUIMPER NRO. 751 URB. JOSE GALVEZ LIMA - LIMA - VILLA MARIA DEL TRIUNFO;;CENCOSUD RETAIL PERÏ¿½ S.A.;;LIMA;LIMA;MIRAFLORES;CAL.AUGUSTO ANGULO NRO. 130 URB. SAN ANTONIO LIMA - LIMA - MIRAFLORES;;;1/06/2026;MCE-11-25-NÏ¿½4053-IISS-REP H Y T:REP FILTRACION AGUA SALA FFVV / 4000372014;;;965.6;173.81;1139.41;29/07/2026;No;;;4/06/2026;Autorizada;Aceptado;4/06/2026;1/06/2026;;Conformidad Expresa;3/06/2026;;;;;;4/06/2026;SI;FN0010806324;937;4/06/2026;4/06/2026;;;1328903;20604772410;MADERO FACTORING S.A.C.;;NO;Anotada en Cuenta;4/06/2026 15:02;;;;;Conforme;CPE con conformidad;Conformidad expresa dentro del plazo;3/06/2026;;;;;;;-;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
841 - MADERO FACTORING S.A.C.;841;Electrónico;Pago único;Factura Comercial;Crédito;20536537822;F001;6693;;20109072177;SI;S/;921.13;29/07/2026;921.13;1/07/2026;CAVALI S.A. I.C.L.V.;H Y T SERVICIOS GENERALES E.I.R.L;LIMA;LIMA;VILLA MARIA DEL TRIUNFO;AV. MARIAN QUIMPER NRO. 751 URB. JOSE GALVEZ LIMA - LIMA - VILLA MARIA DEL TRIUNFO;;CENCOSUD RETAIL PERÏ¿½ S.A.;;LIMA;LIMA;MIRAFLORES;CAL.AUGUSTO ANGULO NRO. 130 URB. SAN ANTONIO LIMA - LIMA - MIRAFLORES;;;1/06/2026;MCO-11-25-NÏ¿½4038-IISS-REP H Y T:CAMBIO TAPAS INODORO SSHH COLABORADORES / 4000372011;;;887.4;159.73;1047.13;29/07/2026;No;;;4/06/2026;Autorizada;Aceptado;4/06/2026;1/06/2026;;Conformidad Expresa;3/06/2026;;;;;;4/06/2026;SI;FN0010806330;937;4/06/2026;4/06/2026;;;1328903;20604772410;MADERO FACTORING S.A.C.;;NO;Anotada en Cuenta;4/06/2026 15:02;;;;;Conforme;CPE con conformidad;Conformidad expresa dentro del plazo;3/06/2026;;;;;;;-;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
841 - MADERO FACTORING S.A.C.;841;Electrónico;Pago único;Factura Comercial;Crédito;20536537822;F001;6694;;20109072177;SI;S/;691.08;29/07/2026;691.08;1/07/2026;CAVALI S.A. I.C.L.V.;H Y T SERVICIOS GENERALES E.I.R.L;LIMA;LIMA;VILLA MARIA DEL TRIUNFO;AV. MARIAN QUIMPER NRO. 751 URB. JOSE GALVEZ LIMA - LIMA - VILLA MARIA DEL TRIUNFO;;CENCOSUD RETAIL PERÏ¿½ S.A.;;LIMA;LIMA;MIRAFLORES;CAL.AUGUSTO ANGULO NRO. 130 URB. SAN ANTONIO LIMA - LIMA - MIRAFLORES;;;1/06/2026;MCE-11-25-NÏ¿½4092-IISS-REP H Y T:CAMB KIT COMPLETO PARA FLUXÏ¿½METRO / 4000370301;;;585.66;105.42;691.08;29/07/2026;No;;;4/06/2026;Autorizada;Aceptado;4/06/2026;1/06/2026;;Conformidad Expresa;3/06/2026;;;;;;4/06/2026;SI;FN0010806320;937;4/06/2026;4/06/2026;;;1328903;20604772410;MADERO FACTORING S.A.C.;;NO;Anotada en Cuenta;4/06/2026 15:02;;;;;Conforme;CPE con conformidad;Conformidad expresa dentro del plazo;3/06/2026;;;;;;;-;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
841 - MADERO FACTORING S.A.C.;841;Electrónico;Pago único;Factura Comercial;Crédito;20536537822;F001;6695;;20109072177;SI;S/;976.2;29/07/2026;976.2;1/07/2026;CAVALI S.A. I.C.L.V.;H Y T SERVICIOS GENERALES E.I.R.L;LIMA;LIMA;VILLA MARIA DEL TRIUNFO;AV. MARIAN QUIMPER NRO. 751 URB. JOSE GALVEZ LIMA - LIMA - VILLA MARIA DEL TRIUNFO;;CENCOSUD RETAIL PERÏ¿½ S.A.;;LIMA;LIMA;MIRAFLORES;CAL.AUGUSTO ANGULO NRO. 130 URB. SAN ANTONIO LIMA - LIMA - MIRAFLORES;;;1/06/2026;MCE-12-25-NÏ¿½PS03937-IISS-REP H Y T:PICADO, REPARACION Y RESANE DE TUBERIA - AREA DE PESCADOS / 4000386418;;;940;169.2;1109.2;29/07/2026;No;;;4/06/2026;Autorizada;Aceptado;4/06/2026;1/06/2026;;Conformidad Expresa;3/06/2026;;;;;;4/06/2026;SI;FN0010806322;937;4/06/2026;4/06/2026;;;1328903;20604772410;MADERO FACTORING S.A.C.;;NO;Anotada en Cuenta;4/06/2026 15:02;;;;;Conforme;CPE con conformidad;Conformidad expresa dentro del plazo;3/06/2026;;;;;;;-;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
841 - MADERO FACTORING S.A.C.;841;Electrónico;Pago único;Factura Comercial;Crédito;20536537822;F001;6696;;20109072177;SI;S/;5020.3;29/07/2026;5020.3;1/07/2026;CAVALI S.A. I.C.L.V.;H Y T SERVICIOS GENERALES E.I.R.L;LIMA;LIMA;VILLA MARIA DEL TRIUNFO;AV. MARIAN QUIMPER NRO. 751 URB. JOSE GALVEZ LIMA - LIMA - VILLA MARIA DEL TRIUNFO;;CENCOSUD RETAIL PERÏ¿½ S.A.;;LIMA;LIMA;MIRAFLORES;CAL.AUGUSTO ANGULO NRO. 130 URB. SAN ANTONIO LIMA - LIMA - MIRAFLORES;;;1/06/2026;MC-07-25-NÏ¿½9824-INF-REP H Y T:REP PARED ENATA DC11 / 5322322700;;;4835;870.3;5705.3;29/07/2026;No;;;4/06/2026;Autorizada;Aceptado;4/06/2026;1/06/2026;;Conformidad Expresa;3/06/2026;;;;;;4/06/2026;SI;FN0010806318;937;4/06/2026;4/06/2026;;;1328903;20604772410;MADERO FACTORING S.A.C.;;NO;Anotada en Cuenta;4/06/2026 15:02;;;;;Conforme;CPE con conformidad;Conformidad expresa dentro del plazo;3/06/2026;;;;;;;-;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
841 - MADERO FACTORING S.A.C.;841;Electrónico;Pago único;Factura Comercial;Crédito;20536537822;F001;6697;;20109072177;SI;S/;45212.2;29/07/2026;45212.2;1/07/2026;CAVALI S.A. I.C.L.V.;H Y T SERVICIOS GENERALES E.I.R.L;LIMA;LIMA;VILLA MARIA DEL TRIUNFO;AV. MARIAN QUIMPER NRO. 751 URB. JOSE GALVEZ LIMA - LIMA - VILLA MARIA DEL TRIUNFO;;CENCOSUD RETAIL PERÏ¿½ S.A.;;LIMA;LIMA;MIRAFLORES;CAL.AUGUSTO ANGULO NRO. 130 URB. SAN ANTONIO LIMA - LIMA - MIRAFLORES;;;1/06/2026;OPE-11-25- HYT: DESPACHO DE COMBUSTIBLE CMT / 5322615842;;;43540;7837.2;51377.2;29/07/2026;No;;;4/06/2026;Autorizada;Aceptado;4/06/2026;1/06/2026;;Conformidad Expresa;3/06/2026;;;;;;4/06/2026;SI;FN0010806311;937;4/06/2026;4/06/2026;;;1328903;20604772410;MADERO FACTORING S.A.C.;;NO;Anotada en Cuenta;4/06/2026 15:02;;;;;Conforme;CPE con conformidad;Conformidad expresa dentro del plazo;3/06/2026;;;;;;;-;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
841 - MADERO FACTORING S.A.C.;841;Electrónico;Pago único;Factura Comercial;Crédito;20536537822;F001;6698;;20109072177;SI;S/;44047.24;29/07/2026;44047.24;1/07/2026;CAVALI S.A. I.C.L.V.;H Y T SERVICIOS GENERALES E.I.R.L;LIMA;LIMA;VILLA MARIA DEL TRIUNFO;AV. MARIAN QUIMPER NRO. 751 URB. JOSE GALVEZ LIMA - LIMA - VILLA MARIA DEL TRIUNFO;;CENCOSUD RETAIL PERÏ¿½ S.A.;;LIMA;LIMA;MIRAFLORES;CAL.AUGUSTO ANGULO NRO. 130 URB. SAN ANTONIO LIMA - LIMA - MIRAFLORES;;;1/06/2026;OPE-11-25-OT-4658277586-AMPLIACION PLATAFORMA ALMACEN / 5322511909;;;42418;7635.24;50053.24;29/07/2026;No;;;4/06/2026;Autorizada;Aceptado;4/06/2026;1/06/2026;;Conformidad Expresa;3/06/2026;;;;;;4/06/2026;SI;FN0010806323;937;4/06/2026;4/06/2026;;;1328903;20604772410;MADERO FACTORING S.A.C.;;NO;Anotada en Cuenta;4/06/2026 15:02;;;;;Conforme;CPE con conformidad;Conformidad expresa dentro del plazo;3/06/2026;;;;;;;-;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
841 - MADERO FACTORING S.A.C.;841;Electrónico;Pago único;Factura Comercial;Crédito;20600127056;E001;998;;20306841506;SI;S/;2645.84;16/07/2026;2645.84;2/07/2026;CAVALI S.A. I.C.L.V.;CIAL CONTRATISTAS GENERALES S.A.C.;LIMA;LIMA;LINCE;JR. MANUEL GOMEZ 171 ALTURA CUADRA 15 Y 16 DE AV ARENALES;;ADMINISTRADORA JOCKEY PLAZA SHOPPING CENTER SA;;LIMA;LIMA;SANTIAGO DE SURCO;AV. JAVIER PRADO ESTE 4200 URB. FUNDO MONTERRICO CHICO LIMA-LIMA-SANTIAGO DE SURCO;;;2/06/2026;JUNIO 2026 OC 15029 SERVICIO SELLADO DE MÁRMOL EN MALL Y RETIRO DE TAPAS DE BUZONES EN PLAZA BICENTENARIO, NI 25525;;;2548;458.64;3006.64;16/07/2026;Si;FECHA DE PAGO PUEDE SER PRORROGADA;;4/06/2026;Autorizada;Aceptado;4/06/2026;2/06/2026;;Conformidad Presunta;10/06/2026;;;;;;4/06/2026;SI;FN0010807056;841;8/06/2026;8/06/2026;;;1328903;20604772410;MADERO FACTORING S.A.C.;;NO;Anotada en Cuenta;4/06/2026 15:52;;;;;Conforme;CPE con conformidad presunta;Conformidad presunta dentro del plazo;10/06/2026;;;;;;;-;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
841 - MADERO FACTORING S.A.C.;841;Electrónico;Pago único;Factura Comercial;Crédito;20551020402;E001;422;;20136907400;SI;S/;52068.12;2/07/2026;57616.89;25/06/2026;CAVALI S.A. I.C.L.V.;TALLADO EN PIEDRAS SERVICIOS GENERALES S.A.C.;LIMA;LIMA;LURIGANCHO;CAL. LOS OLIVOS A.H. SAN ANTONIO DE PEDREGAL MZA. D LOTE. 6 CMT 35;;CLUB DE REGATAS LIMA;;LIMA;LIMA;CHORRILLOS;AV. CHACHI DIBOS 1201 ---- PLAYA ALT. 1ERA CDRA DE AV. HUAYLAS LIMA-LIMA-CHORRILLOS;;;25/05/2026;PINTADO DE LINEAS DE TRANSITO, SE ADJUNTA TDR;;;55486.22;9987.52;65473.74;2/07/2026;Si;FECHA DE PAGO PUEDE SER PRORROGADA;;4/06/2026;Autorizada;Aceptado;4/06/2026;25/05/2026;;Conformidad Presunta;2/06/2026;;;;;;4/06/2026;SI;FN0010807821;841;8/06/2026;8/06/2026;;;1328903;20604772410;MADERO FACTORING S.A.C.;;NO;Anotada en Cuenta;4/06/2026 16:06;;;;;Conforme;CPE con conformidad presunta;Conformidad presunta dentro del plazo;2/06/2026;;;;;;;-;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
841 - MADERO FACTORING S.A.C.;841;Electrónico;Pago único;Factura Comercial;Crédito;20607587567;E001;1375;;20511752397;SI;S/;4535;12/06/2026;4535;9/06/2026;CAVALI S.A. I.C.L.V.;A & J TRANSPORTES VIP S.R.L.;CALLAO;PROV. CONST. DEL CALLAO;CALLAO;AV. ALEJANDRO BERTELLO BOLLAT 160 OTR. CIUDAD SATELITE SANTA ROS DPTO. 401;;PERU EXPERIENCES BELMOND S.A.;;LIMA;LIMA;MIRAFLORES;AV. ARMENDARIZ 480 URB. ARMENDARIZ INT. 601 LIMA-LIMA-MIRAFLORES;;;13/05/2026;SERVICIO DE TAXI CORRESPONDIENTE A MARZO 2026;;;4535;0;4535;12/06/2026;No;EN CASO DE CONTROVERSIAS, LAS PARTES SE SOMETEN A LA JURISDICCIÓN DE LOS JUECES Y TRIBUNALES DE LIMA CERCADO;;5/06/2026;Autorizada;Aceptado;5/06/2026;15/05/2026;;Conformidad Presunta;23/05/2026;;;;;;5/06/2026;SI;FN0010811951;861;5/06/2026;5/06/2026;;;1328903;20604772410;MADERO FACTORING S.A.C.;;NO;Anotada en Cuenta;5/06/2026 10:44;;;;;Conforme;CPE con conformidad presunta;Conformidad presunta dentro del plazo;23/05/2026;;;;;;;-;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
841 - MADERO FACTORING S.A.C.;841;Electrónico;Pago único;Factura Comercial;Crédito;20558100282;E001;812;;20100082391;SI;$;51801.86;3/07/2026;51801.86;3/06/2026;CAVALI S.A. I.C.L.V.;GRUPO A&G REPRESENTACIONES E.I.R.L.;AREQUIPA;AREQUIPA;CERRO COLORADO;OTR. SECTOR BOLIVIA ZN I ASC. URB. PERUARBO MZA. D LOTE. 14;;COSAPI S A;;LIMA;LIMA;SAN ISIDRO;AV. REPÚBLICA DE COLOMBIA 791 URB. CHACARILLA DE SANTA CRUZ LIMA LIMA SAN ISIDRO;;;4/05/2026;Según lo que indique la factura comercial;;;45257.61;8146.37;53403.98;3/07/2026;No;;;5/06/2026;Autorizada;Aceptado;12/06/2026;4/05/2026;;Conformidad Expresa;11/05/2026;;;;;;12/06/2026;SI;FN0010860493;948;12/06/2026;12/06/2026;;;1328903;20604772410;MADERO FACTORING S.A.C.;;NO;Anotada en Cuenta;12/06/2026 12:48;;;;;Conforme;CPE con conformidad;Conformidad expresa dentro del plazo;11/05/2026;;;;;;;-;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
841 - MADERO FACTORING S.A.C.;841;Electrónico;Pago único;Factura Comercial;Crédito;20498129065;F001;434;;20428500475;SI;S/;5794.4;27/06/2026;5794.4;15/06/2026;CAVALI S.A. I.C.L.V.;MICRODATA S.R.L.;AREQUIPA;AREQUIPA;AREQUIPA;CAL.SEBASTIAN BARRANCA 311 MZA. F LOTE. 16 URB. LA PERLA;;TERMINAL INTERNACIONAL DEL SUR S.A.;;AREQUIPA;ISLAY;ISLAY;TERMINAL PORTUAR.MATARANI NRO. S/N ---- PUERTO MATARANI;;;14/05/2026;SERVICIO DE MANTENIMIENTO DE SOFTWARE ISOPORTS;;;5580;1004.4;6584.4;27/06/2026;Si;FECHA DE PAGO PUEDE SER PRORROGADA;;8/06/2026;Autorizada;Aceptado;8/06/2026;14/05/2026;;Conformidad Expresa;18/05/2026;;;;;;8/06/2026;SI;FN0010822225;841;8/06/2026;8/06/2026;;;1328903;20604772410;MADERO FACTORING S.A.C.;;NO;Anotada en Cuenta;8/06/2026 11:34;;;;;Conforme;CPE con conformidad;Conformidad expresa dentro del plazo;18/05/2026;;;;;;;-;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
841 - MADERO FACTORING S.A.C.;841;Electrónico;Pago único;Factura Comercial;Crédito;20600982746;E001;289;;20512868046;SI;S/;7530.11;11/09/2026;7530.34;11/09/2026;CAVALI S.A. I.C.L.V.;MECAELECTROGAS INGENERIA & SERVICIOS GENERALES E.I.R.L.;LA LIBERTAD;TRUJILLO;TRUJILLO;URB. LAS PALMERAS DE MATASHA A MZA. C LOTE. 28 AL COSTADO DE LA DISCOTECA PARADERO 21;;CORPORACION PESQUERA INCA S.A.C.;;LIMA;LIMA;SANTIAGO DE SURCO;AV. MANUEL OLGUIN 325 INT 1501;;;8/06/2026;CONSTRUCCION DE SEPARACION DE SSHH VARONES Y CAMBIO DE MAYOLICA;;;6647.55;1196.56;7844.11;11/09/2026;Si;EN CASO DE CONTROVERSIAS, LAS PARTES SE SOMETEN A LA JURISDICCIÓN DE LOS JUECES Y TRIBUNALES DE LIMA CERCADO;;8/06/2026;Autorizada;Aceptado;9/06/2026;8/06/2026;;Conformidad Expresa;9/06/2026;;;;;;9/06/2026;SI;FN0010829547;893;12/06/2026;12/06/2026;;;1328903;20604772410;MADERO FACTORING S.A.C.;;NO;Anotada en Cuenta;9/06/2026 09:19;;;;;Conforme;CPE con conformidad;Conformidad expresa dentro del plazo;9/06/2026;;;;;;;-;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
841 - MADERO FACTORING S.A.C.;841;Electrónico;Pago único;Factura Comercial;Crédito;20481451834;E001;186;;20603487321;SI;S/;14486.76;8/07/2026;14486.76;5/07/2026;CAVALI S.A. I.C.L.V.;SERVICIOS GENERALES E INDUSTRIALES E.I.R.L.;LA LIBERTAD;TRUJILLO;SALAVERRY;LA MAR 687 PTO SALAVERRY;;SALAVERRY TERMINAL INTERNACIONAL S.A.;;LIMA;LIMA;MIRAFLORES;AV. PASEO DE LA REPUBLICA 5895 URB. MIRAFLORES DPTO. 501 INT.502;;;5/06/2026;SERVICIO DE FABRICACIÓN DE REJILLA DE TOLVA BÁSICA30 PORCIENTO.;;;13951.04;2511.19;16462.23;8/07/2026;Si;FECHA DE PAGO PUEDE SER PRORROGADA;;8/06/2026;Autorizada;Aceptado;8/06/2026;5/06/2026;;Conformidad Presunta;13/06/2026;;;;;;8/06/2026;SI;FN0010826639;841;9/06/2026;9/06/2026;;;1328903;20604772410;MADERO FACTORING S.A.C.;;NO;Anotada en Cuenta;8/06/2026 15:48;;;;;Conforme;CPE con conformidad presunta;Conformidad presunta dentro del plazo;13/06/2026;;;;;;;-;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
841 - MADERO FACTORING S.A.C.;841;Electrónico;Pago único;Factura Comercial;Crédito;10754199488;E001;8;;20100054184;SI;S/;16020.16;2/07/2026;16020.16;2/07/2026;CAVALI S.A. I.C.L.V.;DEL SOLAR GONZALEZ BALTAZAR AMADOR;LIMA;LIMA;SAN ISIDRO;UGARTE Y MOSCOSO 523 INT. 502;;CLINICA INTERNACIONAL S A;;LIMA;LIMA;LIMA;JR. WASHINGTON 1471 LIMA-LIMA-LIMA;;;2/06/2026;BRANDING EVENTO TAQUI;;;15427.25;2776.91;18204.16;2/07/2026;No;EN CASO DE CONTROVERSIAS, LAS PARTES SE SOMETEN A LA JURISDICCIÓN DE LOS JUECES Y TRIBUNALES DE LIMA CERCADO;;8/06/2026;Autorizada;Aceptado;8/06/2026;2/06/2026;;Conformidad Presunta;10/06/2026;;;;;;8/06/2026;SI;FN0010827973;861;9/06/2026;9/06/2026;;;1328903;20604772410;MADERO FACTORING S.A.C.;;NO;Anotada en Cuenta;8/06/2026 16:58;;;;;Conforme;CPE con conformidad presunta;Conformidad presunta dentro del plazo;10/06/2026;;;;;;;-;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
